12883,617523,FAM - UK Guides,Internal,FAM - UK Guides,2024-11-02,2024-11-02,2024-10-11,2024-11-02,FAM-GB,C,7,Y,N,AA,Y,N,,,,,,,,GB-617523,0,Y,"L:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,19X;A:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,19X",12,,<CarOver24Hrs>N</CarOver24Hrs><FlexPKGProfile>N</FlexPKGProfile>,Y,1900-01-01,Smith_K,2024-10-11 00:00:00.000,Tancred_E,2024-12-09 11:21:15.777,2024-10-11 00:00:00.000,9999-12-31 00:00:00.000,2025-04-08 08:40:08.187,1
12884,617526,SEE THE WORLD,Pending,SEE THE WORLD,2025-07-23,2025-07-23,2024-10-11,2025-07-23,GRP-IE-WH,C,9,Y,N,AA,Y,N,,,,,,,,IE-617526,0,Y,"L:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,10|12AA-1AA/0A,12.5|14.5AA-1AA/0A,15|17AA-2AA/0A,17.5|19.5AA-2AA/0A,20|22AA-2AA/0A,22.5|24AA-2AA/0A,48X;A:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,10|12AA-0AA/0A,12.5|14.5AA-0AA/0A,15|17AA-0AA/0A,17.5|19.5AA-0AA/0A,20|22AA-0AA/0A,22.5|24AA-0AA/0A,48X",20,,<CarOver24Hrs>N</CarOver24Hrs><FlexPKGProfile>N</FlexPKGProfile>,N,1900-01-01,Hager_W,2024-10-11 00:00:00.000,Hager_W,2024-10-11 14:51:46.203,2024-10-11 00:00:00.000,2025-07-25 04:41:47.517,2025-04-08 08:40:08.187,0
15210,617526,SEE THE WORLD,Expired,SEE THE WORLD,2025-07-23,2025-07-23,2024-10-11,2025-07-23,GRP-IE-WH,C,9,Y,N,AA,Y,N,,,,,,,,IE-617526,0,Y,"L:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,10|12AA-1AA/0A,12.5|14.5AA-1AA/0A,15|17AA-2AA/0A,17.5|19.5AA-2AA/0A,20|22AA-2AA/0A,22.5|24AA-2AA/0A,48X;A:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,10|12AA-0AA/0A,12.5|14.5AA-0AA/0A,15|17AA-0AA/0A,17.5|19.5AA-0AA/0A,20|22AA-0AA/0A,22.5|24AA-0AA/0A,48X",20,,<CarOver24Hrs>N</CarOver24Hrs><FlexPKGProfile>N</FlexPKGProfile>,N,1900-01-01,Hager_W,2024-10-11 00:00:00.000,Caldeira_N,2025-04-11 22:24:04.750,2025-04-15 09:44:58.910,2025-07-25 04:41:47.517,2025-04-15 09:44:58.910,0
12885,617538,NEXION TRAVEL,Internal,NEXION TRAVEL,2026-05-15,2026-05-15,2024-10-11,2026-05-15,GRP-IE-WH,C,13,Y,N,AA,Y,N,,,,,,,,IE-617538,0,Y,"L:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,19X;A:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,19X",15,,<CarOver24Hrs>N</CarOver24Hrs><FlexPKGProfile>N</FlexPKGProfile>,Y,1900-01-01,Hager_W,2024-10-11 00:00:00.000,Hager_W,2025-04-03 22:18:17.113,2024-10-11 00:00:00.000,2025-07-25 04:41:47.517,2025-04-08 08:40:08.187,0
15094,617538,NEXION TRAVEL,Internal,NEXION TRAVEL,2026-05-15,2026-05-15,2024-10-11,2026-05-15,GRP-IE-WH,C,13,Y,N,AA,Y,N,,,,,,,,IE-617538,0,Y,"L:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,19X;A:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,19X",15,,<CarOver24Hrs>N</CarOver24Hrs><FlexPKGProfile>N</FlexPKGProfile>,Y,1900-01-01,Hager_W,2024-10-11 00:00:00.000,McCloskey_C,2025-04-09 12:02:11.270,2025-04-10 08:06:55.350,2025-07-25 04:41:47.517,2025-04-10 08:06:55.350,0
15691,617538,NEXION TRAVEL,Internal,NEXION TRAVEL,2026-05-15,2026-05-15,2024-10-11,2026-02-27,GRP-IE-WH,C,13,Y,N,AA,Y,N,,,,,,,,IE-617538,0,Y,"L:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,19X;A:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,19X",15,,<CarOver24Hrs>N</CarOver24Hrs><FlexPKGProfile>N</FlexPKGProfile>,Y,1900-01-01,Hager_W,2024-10-11 00:00:00.000,Mahoney_he,2025-04-21 20:04:41.260,2025-04-28 19:00:19.260,2025-07-25 04:41:47.517,2025-04-28 19:00:19.260,0
16063,617538,NEXION TRAVEL,Active,NEXION TRAVEL,2026-05-15,2026-05-15,2024-10-11,2026-02-27,GRP-IE-WH,C,13,Y,N,AA,Y,N,,,,,,,,IE-617538,0,Y,"L:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,19X;A:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,19X",15,,<CarOver24Hrs>N</CarOver24Hrs><FlexPKGProfile>N</FlexPKGProfile>,Y,1900-01-01,Hager_W,2024-10-11 00:00:00.000,Mahoney_he,2025-05-01 17:42:44.313,2025-05-02 04:23:56.197,2025-05-07 04:32:23.163,2025-05-02 04:23:56.197,0
16301,617538,NEXION TRAVEL,Active,NEXION TRAVEL,2026-05-15,2026-05-15,2024-10-11,2026-02-27,GRP-IE-WH,C,13,Y,N,AA,Y,N,,,,,,,,IE-617538,0,Y,"L:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,19X;A:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,19X",15,,<CarOver24Hrs>N</CarOver24Hrs><FlexPKGProfile>N</FlexPKGProfile>,Y,1900-01-01,Hager_W,2024-10-11 00:00:00.000,Lavery_R,2025-05-06 10:55:40.340,2025-05-07 04:32:50.770,2025-06-13 07:23:24.380,2025-05-07 04:32:50.770,0
13185,621357,"2025 Irish Legends- 10 Days/9 Nights- Labbee/Gancarz- June 6, 2025",Active,"2025 Irish Legends- 10 Days/9 Nights- Labbee/Gancarz- June 6, 2025",2025-06-06,2025-06-06,2010-01-01,2025-12-31,SCH-IE-LEA,C,10,Y,N,AA/AAA,Y,N,,<Main><AirOffset>1</AirOffset><FromCity>NYC</FromCity><ToCity>DUB</ToCity><ReturnFromCity>DUB</ReturnFromCity><ReturnToCity>NYC</ReturnToCity></Main>,,,<Pre><Service><ProductCode>IEPRENIGHTS</ProductCode><SupplierID>IE-MEA-DCA</SupplierID><ServiceID>STD-SBB</ServiceID></Service></Pre>,<Post><Last>Y</Last></Post>,,LEA25,0,N,,12,,"<CarOver24Hrs>N</CarOver24Hrs><PrefCommMethod></PrefCommMethod><Destination>GAL,KIK,MEA,DUB,KER</Destination><FlexPKGProfile>N</FlexPKGProfile>",Y,1900-01-01,doig_l,2024-12-03 00:00:00.000,doig_l,2025-03-25 11:11:27.337,2024-12-03 00:00:00.000,2025-07-25 04:41:47.517,2025-04-08 08:40:08.187,0
15101,621357,"2025 Irish Legends- 10 Days/9 Nights- Labbee/Gancarz- June 6, 2025",Active,"2025 Irish Legends- 10 Days/9 Nights- Labbee/Gancarz- June 6, 2025",2025-06-06,2025-06-06,2010-01-01,2025-12-31,SCH-IE-LEA,C,10,Y,N,AA/AAA,Y,N,,<Main><AirOffset>1</AirOffset><FromCity>NYC</FromCity><ToCity>DUB</ToCity><ReturnFromCity>DUB</ReturnFromCity><ReturnToCity>NYC</ReturnToCity></Main>,,,<Pre><Service><ProductCode>IEPRENIGHTS</ProductCode><SupplierID>IE-MEA-DCA</SupplierID><ServiceID>STD-SBB</ServiceID></Service></Pre>,<Post><Last>Y</Last></Post>,,LEA25,0,N,,11,,"<CarOver24Hrs>N</CarOver24Hrs><PrefCommMethod></PrefCommMethod><Destination>GAL,KIK,MEA,DUB,KER</Destination><FlexPKGProfile>N</FlexPKGProfile>",Y,1900-01-01,doig_l,2024-12-03 00:00:00.000,doig_l,2025-04-08 13:09:16.000,2025-04-10 08:06:55.350,2025-06-04 07:10:59.440,2025-04-10 08:06:55.350,0
15421,621357,"2025 Irish Legends- 10 Days/9 Nights- Labbee/Gancarz- June 6, 2025",Active,"2025 Irish Legends- 10 Days/9 Nights- Labbee/Gancarz- June 6, 2025",2025-06-06,2025-06-06,2010-01-01,2025-12-31,SCH-IE-LEA,C,10,Y,N,AA/AAA,Y,N,,<Main><AirOffset>1</AirOffset><FromCity>NYC</FromCity><ToCity>DUB</ToCity><ReturnFromCity>DUB</ReturnFromCity><ReturnToCity>NYC</ReturnToCity></Main>,,,<Pre><Service><ProductCode>IEPRENIGHTS</ProductCode><SupplierID>IE-MEA-DCA</SupplierID><ServiceID>STD-SBB</ServiceID></Service></Pre>,<Post><Last>Y</Last></Post>,,LEA25,0,N,,11,,"<CarOver24Hrs>N</CarOver24Hrs><PrefCommMethod></PrefCommMethod><Destination>GAL,KIK,MEA,DUB,KER</Destination><FlexPKGProfile>N</FlexPKGProfile>",Y,1900-01-01,doig_l,2024-12-03 00:00:00.000,Stynes_A,2025-04-15 14:53:08.487,2025-04-16 04:53:38.903,2025-06-04 07:10:59.440,2025-04-16 04:53:38.903,0
17730,621357,"2025 Irish Legends- 10 Days/9 Nights- Labbee/Gancarz- June 6, 2025",Active,"2025 Irish Legends- 10 Days/9 Nights- Labbee/Gancarz- June 6, 2025",2025-06-06,2025-06-06,2010-01-01,2025-12-31,SCH-IE-LEA,C,10,Y,N,AA/AAA,Y,N,,<Main><AirOffset>1</AirOffset><FromCity>NYC</FromCity><ToCity>DUB</ToCity><ReturnFromCity>DUB</ReturnFromCity><ReturnToCity>NYC</ReturnToCity></Main>,,,<Pre><Service><ProductCode>IEPRENIGHTS</ProductCode><SupplierID>IE-MEA-DCA</SupplierID><ServiceID>STD-SBB</ServiceID></Service></Pre>,<Post><Last>Y</Last></Post>,,LEA25,0,N,,11,,"<CarOver24Hrs>N</CarOver24Hrs><PrefCommMethod></PrefCommMethod><Destination>GAL,KIK,MEA,DUB,KER</Destination><FlexPKGProfile>N</FlexPKGProfile>",Y,1900-01-01,doig_l,2024-12-03 00:00:00.000,Douglas_P,2025-05-29 12:11:41.070,2025-05-30 06:58:40.317,2025-06-04 07:10:59.440,2025-05-30 06:58:40.317,0
16146,621745,"2026 Taste of Italy - 7 Days/6 Nights - Worldvia - Travel Quest - September 20, 2026",Expired,"2026 Taste of Italy - 7 Days/6 Nights - Worldvia - Travel Quest - September 20, 2026",2026-09-20,2026-09-20,2010-01-01,2026-12-31,SCH-IT-ITT,C,7,Y,N,AA/AAA,Y,N,,<Main><AirOffset>1</AirOffset><FromCity>NYC</FromCity><ToCity>VCE</ToCity><ReturnFromCity>ROM</ReturnFromCity><ReturnToCity>NYC</ReturnToCity><AirReturnOffset></AirReturnOffset></Main><AIWhoStamp>Biggins_Tr</AIWhoStamp><AIDateStamp>2018-09-25 16:53:08.000</AIDateStamp>,,,<Pre><First>Y</First></Pre>,<Post><Last>Y</Last></Post>,,ITT26,0,N,,10,,"<CarOver24Hrs>N</CarOver24Hrs><PrefCommMethod></PrefCommMethod><Destination>ROM,VCE,FLR</Destination><FlexPKGProfile>N</FlexPKGProfile>",Y,1900-01-01,doig_l,2024-12-06 00:00:00.000,doig_l,2025-05-02 19:06:29.170,2025-05-03 04:35:37.930,2025-05-30 06:58:13.120,2025-05-03 04:35:37.930,0
16499,621745,"2026 Taste of Italy - 7 Days/6 Nights - Worldvia - Travel Quest - September 20, 2026",Expired,"2026 Taste of Italy - 7 Days/6 Nights - Worldvia - Travel Quest - September 20, 2026",2026-09-20,2026-09-20,2010-01-01,2026-12-31,SCH-IT-ITT,C,7,Y,N,AA/AAA,Y,N,,<Main><AirOffset>1</AirOffset><FromCity>NYC</FromCity><ToCity>VCE</ToCity><ReturnFromCity>ROM</ReturnFromCity><ReturnToCity>NYC</ReturnToCity><AirReturnOffset></AirReturnOffset></Main><AIWhoStamp>Biggins_Tr</AIWhoStamp><AIDateStamp>2018-09-25 16:53:08.000</AIDateStamp>,,,<Pre><First>Y</First></Pre>,<Post><Last>Y</Last></Post>,,ITT26,0,N,,10,,"<CarOver24Hrs>N</CarOver24Hrs><PrefCommMethod></PrefCommMethod><Destination>ROM,VCE,FLR</Destination><FlexPKGProfile>N</FlexPKGProfile>",Y,1900-01-01,doig_l,2024-12-06 00:00:00.000,Tancred_E,2025-05-09 16:18:37.847,2025-05-10 04:34:51.893,2025-05-30 06:58:13.120,2025-05-10 04:34:51.893,0
16784,621745,"2026 Taste of Italy - 7 Days/6 Nights - Worldvia - Travel Quest - September 20, 2026",Expired,"2026 Taste of Italy - 7 Days/6 Nights - Worldvia - Travel Quest - September 20, 2026",2026-09-20,2026-09-20,2010-01-01,2026-12-31,SCH-IT-ITT,C,7,Y,N,AA/AAA,Y,N,,<Main><AirOffset>1</AirOffset><FromCity>NYC</FromCity><ToCity>VCE</ToCity><ReturnFromCity>ROM</ReturnFromCity><ReturnToCity>NYC</ReturnToCity><AirReturnOffset></AirReturnOffset></Main><AIWhoStamp>Biggins_Tr</AIWhoStamp><AIDateStamp>2018-09-25 16:53:08.000</AIDateStamp>,,,<Pre><First>Y</First></Pre>,<Post><Last>Y</Last></Post>,,ITT26,0,N,,10,,"<CarOver24Hrs>N</CarOver24Hrs><PrefCommMethod></PrefCommMethod><Destination>ROM,VCE,FLR</Destination><FlexPKGProfile>N</FlexPKGProfile>",Y,1900-01-01,doig_l,2024-12-06 00:00:00.000,edwards_ki,2025-05-15 18:23:28.127,2025-05-16 06:42:01.470,2025-05-30 06:58:13.120,2025-05-16 06:42:01.470,0
17731,621745,"2026 Taste of Italy - 7 Days/6 Nights - Worldvia - Travel Quest - September 20, 2026",Expired,"2026 Taste of Italy - 7 Days/6 Nights - Worldvia - Travel Quest - September 20, 2026",2026-09-20,2026-09-20,2010-01-01,2026-12-31,SCH-IT-ITT,C,7,Y,N,AA/AAA,Y,N,,<Main><AirOffset>1</AirOffset><FromCity>NYC</FromCity><ToCity>VCE</ToCity><ReturnFromCity>ROM</ReturnFromCity><ReturnToCity>NYC</ReturnToCity><AirReturnOffset></AirReturnOffset></Main><AIWhoStamp>Biggins_Tr</AIWhoStamp><AIDateStamp>2018-09-25 16:53:08.000</AIDateStamp>,,,<Pre><First>Y</First></Pre>,<Post><Last>Y</Last></Post>,,ITT26,0,N,,10,,"<CarOver24Hrs>N</CarOver24Hrs><PrefCommMethod></PrefCommMethod><Destination>ROM,VCE,FLR</Destination><FlexPKGProfile>N</FlexPKGProfile>",Y,1900-01-01,doig_l,2024-12-06 00:00:00.000,Lyons_S,2025-05-29 14:22:18.093,2025-05-30 06:58:40.317,2025-07-05 06:00:59.987,2025-05-30 06:58:40.317,0
13210,621756,"2025 Classic Sicily- 8 Days/7 Nights- Cruise Planners- November 7, 2025",Active,"2025 Classic Sicily- 8 Days/7 Nights- Cruise Planners- November 7, 2025",2025-11-07,2025-11-07,2024-06-04,2025-12-31,SCH-IT-SLA,C,8,Y,N,AA/AAA,Y,N,,<Main><AirOffset>1</AirOffset><FromCity>NYC</FromCity><ToCity>PMO</ToCity><ReturnFromCity>PMO</ReturnFromCity><ReturnToCity>NYC</ReturnToCity><AirReturnOffset></AirReturnOffset></Main><AIWhoStamp>Lyons_S</AIWhoStamp><AIDateStamp>2024-03-06 15:56:05.000</AIDateStamp>,,,<Pre><Service><ProductCode>ITPRENIGHTS</ProductCode><SupplierID>IT-PMO-NHP</SupplierID><ServiceID>STD-SBB</ServiceID></Service></Pre>,<Post><Last>Y</Last></Post>,,SLA25,0,N,,17,,"<CarOver24Hrs>N</CarOver24Hrs><PrefCommMethod></PrefCommMethod><Destination>AGO,PMO,TFC</Destination><FlexPKGProfile>N</FlexPKGProfile>",Y,1900-01-01,doig_l,2024-12-06 00:00:00.000,edwards_ki,2025-04-02 13:20:50.570,2024-12-06 00:00:00.000,2025-06-02 06:17:12.000,2025-04-08 08:40:08.187,0
15723,621756,"2025 Classic Sicily- 8 Days/7 Nights- Cruise Planners- November 7, 2025",Active,"2025 Classic Sicily- 8 Days/7 Nights- Cruise Planners- November 7, 2025",2025-11-07,2025-11-07,2024-06-04,2025-12-31,SCH-IT-SLA,C,8,Y,N,AA/AAA,Y,N,,<Main><AirOffset>1</AirOffset><FromCity>NYC</FromCity><ToCity>PMO</ToCity><ReturnFromCity>PMO</ReturnFromCity><ReturnToCity>NYC</ReturnToCity><AirReturnOffset></AirReturnOffset></Main><AIWhoStamp>Lyons_S</AIWhoStamp><AIDateStamp>2024-03-06 15:56:05.000</AIDateStamp>,,,<Pre><Service><ProductCode>ITPRENIGHTS</ProductCode><SupplierID>IT-PMO-NHP</SupplierID><ServiceID>STD-SBB</ServiceID></Service></Pre>,<Post><Last>Y</Last></Post>,,SLA25,0,N,,17,,"<CarOver24Hrs>N</CarOver24Hrs><PrefCommMethod></PrefCommMethod><Destination>AGO,PMO,TFC</Destination><FlexPKGProfile>N</FlexPKGProfile>",Y,1900-01-01,doig_l,2024-12-06 00:00:00.000,Foster_S,2025-04-23 10:42:10.213,2025-04-28 19:00:19.260,2025-06-02 06:17:12.000,2025-04-28 19:00:19.260,0
